BIC;Name;Service SCT;Service SDD;Service COR1;Service B2B;Service SCC
GENODE51GRI;VEREINIGTE VOLKSBANK GRIESHEIM-WEITERSTADT EG                                                                                               ;1;1;0;1;1
GENODE51GRM;RAIFFEISENBANK GROSS-ROHRHEIM EG                                                                                                            ;1;1;0;1;1
GENODE51GWB;RAIFFEISENBANK EG                                                                                                                           ;1;1;0;1;1
GENODE51HAM;VOLKSBANK HAMM/SIEG EG                                                                                                                      ;1;1;0;1;1
GENODE51HDS;RB HEIDESHEIM EG                                                                                                                            ;1;1;0;1;1
GENODE51HER;VOLKSBANK HERBORN-ESCHENBURG EG                                                                                                             ;1;1;0;1;1
GENODE51HGR;VOLKSBANK HOEHR-GRENZHAUSEN EG                                                                                                              ;1;1;0;1;1
GENODE51HHE;VOLKSBANK HEUCHELHEIM EG                                                                                                                    ;1;1;0;1;1
GENODE51HSH;SPAR- UND DARLEHENSKASSE STOCKHAUSEN EG                                                                                                     ;1;1;0;1;1
GENODE51HUT;HUETTENBERGER BANK EG                                                                                                                       ;1;1;0;1;1
GENODE51IDO;VOLKSBANK-RAIFFEISENBANK NAHELAND EG                                                                                                        ;1;0;0;0;0
GENODE51ING;VR BANK RHEIN-NAHE EG                                                                                                                       ;1;1;0;1;0
GENODE51KBH;VOLKSBANK KELSTERBACH EG                                                                                                                    ;1;1;0;1;1
GENODE51KEL;VOLKSBANK MAIN-TAUNUS                                                                                                                       ;1;1;0;1;1
GENODE51KIF;RAIFFEISENBANK KIRTORF EG                                                                                                                   ;1;1;0;1;1
GENODE51KOB;VOLKSBANK KOBLENZ MITTELRHEIN EG                                                                                                            ;1;1;0;1;1
GENODE51KRE;VOLKSBANK RHEIN-NAHE-HUNSRUECK EG                                                                                                           ;1;1;0;1;1
GENODE51KS1;KASSELER BANK EG VOLKSBANK RAIFFEISENBANK                                                                                                   ;1;1;0;1;1
GENODE51LAW;RAIFFEISENBANK WALDGIRMES EG                                                                                                                ;1;1;0;1;0
GENODE51LB1;VOLKSBANK LAUTERBACH-SCHLITZ EG                                                                                                             ;1;1;0;1;1
GENODE51LDD;VOLKSBANK LANGENDERNBACH EG                                                                                                                 ;1;1;0;1;1
GENODE51LEB;LEVOBANK EG                                                                                                                                 ;1;1;0;1;1
GENODE51LIM;VEREINIGTE VOLKSBANK EG LIMBURG                                                                                                             ;1;1;0;1;1
GENODE51LOS;VOLKSBANK UNTERE SAAR EG                                                                                                                    ;1;1;0;1;1
GENODE51MBT;VR BANK SAARPFALZ EG                                                                                                                        ;1;1;0;1;1
GENODE51MIC;VEREINIGTE VOLKSBANK RAIFFEISENBANK EG                                                                                                      ;1;1;0;1;1
GENODE51MON;VOLKSBANK MONTABAUR-HOEHR-GRENZHAUSEN EG                                                                                                    ;1;1;0;1;1
GENODE51MWA;VOLKSBANK MOERFELDEN-WALLDORF EG                                                                                                            ;1;1;0;1;1
GENODE51MZ2;VR-BANK MAINZ EG                                                                                                                            ;1;1;0;1;1
GENODE51MZ4;VB MAINZ-FINTHEN EG                                                                                                                         ;1;1;0;1;1
GENODE51MZ5;SPAR- UND KREDITBANK MAINZ-KOSTHEIM EG                                                                                                      ;1;1;0;1;0
GENODE51MZ6;GENOBANK MAINZ EG                                                                                                                           ;1;1;0;1;1
GENODE51NID;VOLKSBANK EG                                                                                                                                ;1;1;0;1;1
GENODE51NIH;VOLKSBANK HELDENBERGEN EG                                                                                                                   ;1;1;0;1;1
GENODE51NIS;VOLKSBANK RHEIN-SELZ EG                                                                                                                     ;1;1;0;1;1
GENODE51NOH;VOLKSBANK NAHE-SCHAUMBERG EG                                                                                                                ;1;1;0;1;1
GENODE51NWA;RAIFFEISENBANK EG                                                                                                                           ;1;1;0;1;1
GENODE51OBH;VEREINIGTE VOLKSBANK MAINGAU                                                                                                                ;1;1;0;1;1
GENODE51OBM;VOLKSBANK OBER-MOERLEN EG                                                                                                                   ;1;1;0;1;1
GENODE51OBU;RAIFFEISENBANK OBERURSEL-OBERSTEDTEN                                                                                                        ;1;1;0;1;1
GENODE51OES;RAIFFEISENBANK MITTEL-RHEINGAU EG                                                                                                           ;1;1;0;1;0
GENODE51OF1;OFFENBACHER VOLKSBANK EG                                                                                                                    ;1;1;0;1;1
GENODE51OF2;RAIFFEISENBANK OFFENBACH-BIEBER EG                                                                                                          ;1;1;0;1;1
GENODE51ORA;VOLKSBANK MODAU EG                                                                                                                          ;1;1;0;1;1
GENODE51QUI;VOLKSBANK QUIERSCHIED EG                                                                                                                    ;1;1;0;1;1
GENODE51RBU;RAIFFEISENBANK RIED EG                                                                                                                      ;1;1;0;1;1
GENODE51REI;VOLKSBANK EG GERSPRENTZTAL-OTZBERG                                                                                                          ;1;1;0;1;1
GENODE51REW;LANDBANK HORLOFFTAL EG                                                                                                                      ;1;1;0;1;1
GENODE51RGG;RHEINGAUER VOLKSBANK EG                                                                                                                     ;1;1;0;1;1
GENODE51RMT;RB MOCKSTADT EG                                                                                                                             ;1;1;0;1;0
GENODE51RUS;RUESSELSHEIMER VOLKSBANK EG                                                                                                                 ;1;1;0;1;1
GENODE51SBH;VOLKSBANK SCHUPBACH EG                                                                                                                      ;1;1;0;1;1
GENODE51SB2;VEREINIGTE VOLKSBANK EG DILLINGEN - DUDWEILER - SULZBACH/SAAR                                                                               ;1;1;0;1;1
GENODE51SEL;VOLKSBANK SELIGENSTADT EG                                                                                                                   ;1;1;0;1;1
GENODE51SHM;RAIFFEISENBANK SCHAAFHEIM EG                                                                                                                ;1;1;0;1;1
GENODE51SJ2;VOLKSBANK SEEHEIM-JUGENHEIM EG                                                                                                              ;1;1;0;1;1
GENODE51SLF;VOLKSBANK SAARLOUIS EG                                                                                                                      ;1;1;0;1;1
GENODE51SLS;VOLKSBANK WESTLICHE SAAR PLUS EG                                                                                                            ;1;1;0;1;1
GENODE51SLU;VR BANK SCHLUECHTERN-BIRSTEIN EG                                                                                                            ;1;1;0;1;1
GENODE51SUZ;VOLKSBANK SULZBACHTAL EG                                                                                                                    ;1;1;0;1;1
GENODE51SWB;RAIFFEISEN-VOLKSBANK EG                                                                                                                     ;1;1;0;1;1
GENODE51UBH;VOLKSBANK UEBERHERRN EG                                                                                                                     ;1;1;0;1;1
GENODE51ULR;VOLKSBANK EG                                                                                                                                ;1;1;0;1;1
GENODE51USI;VOLKSBANK USINGER LAND EG                                                                                                                   ;1;1;0;1;1
GENODE51WBH;VOLKSBANK UND RAIFFEISENBANK KINZIGTAL EG                                                                                                   ;1;1;0;1;1
GENODE51WBO;VOLKSBANK BRANDOBERNDORF EG                                                                                                                 ;1;1;0;1;1
GENODE51WEM;VOLKSBANK UND RAIFFEISENBANK WEILMUENSTER EG                                                                                                ;1;1;0;1;1
GENODE51WEN;UNSERE VOLKSBANK ST. WENDELER LAND                                                                                                          ;1;1;0;1;1
GENODE51WGH;VOLKSBANK GRAEFENHAUSEN EG                                                                                                                  ;1;1;0;1;1
GENODE51WIN;RAIFFEISENBANK WIESBADEN EG                                                                                                                 ;1;1;0;1;0
GENODE51WNT;RAIFFEISENBANK FRAUENSTEIN EG                                                                                                               ;1;1;0;1;0
GENODE51WWI;VOLKSBANK WISSMAR                                                                                                                           ;1;1;0;1;1
GENODE51WW1;WESTERWALD BANK EG                                                                                                                          ;1;1;0;1;1
GENODE55   ;DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK                                                                                             ;1;1;0;1;1
GENODE6K   ;DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK,FRANKFURT A MAIN (FORM                                                                      ;1;1;0;1;1
GENODE61ACH;VOLKSBANK ACHERN                                                                                                                            ;1;1;0;1;1
GENODE61ALB;RAIFFEISENBANK DONNERSBERG EG                                                                                                               ;1;1;0;1;1
GENODE61ALR;RAIFFEISENBANK ALTSCHWEIER EG                                                                                                               ;1;1;0;1;1
GENODE61APP;VOLKSBANK OFFENBURG EG                                                                                                                      ;1;1;0;1;1
GENODE61AZY;VOLKSBANK ALZEY-WORMS EG                                                                                                                    ;1;1;0;1;1
GENODE61BBB;BBBANK EG                                                                                                                                   ;1;1;0;1;1
GENODE61BHL;VOLKSBANK BUEHL EG                                                                                                                          ;1;1;0;1;1
GENODE61BHT;SPAR- UND KREDITBANK BUEHLERTAL EG                                                                                                          ;1;1;0;1;1
GENODE61BIL;RAIFFEISENBANK SUEDLICHE WEINSTRASSE EG                                                                                                     ;1;1;0;1;0
GENODE61BOX;VOLKSBANK BOXBERG EG                                                                                                                        ;1;1;0;1;0
GENODE61BSK;VOLKSBANK RHEIN-WEHRA SAECKINGEN EG                                                                                                         ;1;1;0;1;1
GENODE61BTT;VOLKSBANK BRUCHSAL-BRETTEN EG                                                                                                               ;1;1;0;1;1
GENODE61BUC;VOLKSBANK FRANKEN EG                                                                                                                        ;1;1;0;1;1
GENODE61BUH;RAIFFEISENBANK BRUCHSAL EG                                                                                                                  ;1;1;0;1;0
GENODE61BZA;VR BANK SUEDLICHE WEINSTRASSE EG                                                                                                            ;1;1;0;1;1
GENODE61DAC;SPAR- UND KREDITBANK DAUCHINGEN EG                                                                                                          ;1;1;0;1;1
GENODE61DAH;RAIFFEISEN- UND VOLKSBANK DAHN EG                                                                                                           ;1;1;0;1;1
GENODE61DEN;RAIFFEISENBANK DENZLINGEN-SEXAU EG                                                                                                          ;1;1;0;1;1
GENODE61DET;RAIFFEISENBANK HARDT-BRUHRAIN EG                                                                                                            ;1;1;0;1;1
GENODE61DUR;RAIFFEISENBANK SUEDHARDT EG                                                                                                                 ;1;1;0;1;1
GENODE61DUW;VR BANK MITTELHAARDT EG                                                                                                                     ;1;1;0;1;1
GENODE61EDH;OBERHAARDTER RAIFFEISENBANK EG                                                                                                              ;1;1;0;1;1
GENODE61EGG;SPAR- UND KREDITBANK HARDT EG                                                                                                               ;1;1;0;1;1
GENODE61EIS;RAIFFEISENBANK EISINGEN EG                                                                                                                  ;1;1;0;1;0
GENODE61EKO;VOLKSBANK RAIFFEISENBANK EG EDENKOBEN                                                                                                       ;1;1;0;1;0
GENODE61ELZ;RAIFFEISENBANK EG ELZTAL                                                                                                                    ;1;1;0;1;1
GENODE61EMM;VOLKSBANK BREISGAU NORD EG                                                                                                                  ;1;1;0;1;1
GENODE61ENG;VOLKSBANK EG                                                                                                                                ;1;1;0;1;0
GENODE61ERS;RAIFFEISENBANK ERSINGEN EG                                                                                                                  ;1;1;0;1;1
GENODE61ETT;VOLKSBANK ETTLINGEN EG                                                                                                                      ;1;1;0;1;1
GENODE61FHR;RAIFFEISENBANK FRIEDELSHEIM-ROEDERSHEIM EG                                                                                                  ;1;1;0;1;1
GENODE61FR1;VOLKSBANK FREIBURG EG                                                                                                                       ;1;1;0;1;1
GENODE61FSH;RAIFFEISENBANK FREINSHEIM EG                                                                                                                ;1;1;0;1;1
GENODE61GLM;VOLKSBANK GLAN-MUENCHWEILER EG                                                                                                              ;1;1;0;1;1
GENODE61GRU;VOLKSBANK GRUENSTADT EG                                                                                                                     ;1;1;0;1;0
GENODE61GUN;RAIFFEISENBANK EG                                                                                                                           ;1;1;0;1;1
GENODE61HAG;HAGNAUER VOLKSBANK EG                                                                                                                       ;1;1;0;1;1
GENODE61HD1;HEIDELBERGER VOLKSBANK EG                                                                                                                   ;1;1;0;1;1
GENODE61HD3;VOLKSBANK KURPFALZ EG                                                                                                                       ;1;1;0;1;1
GENODE61HED;RB HEDDESHEIM EG                                                                                                                            ;1;1;0;1;0
GENODE61HXH;RAIFFEISENBANK HERXHEIM EG                                                                                                                  ;1;1;0;1;1
GENODE61IFF;VR - BANK IN MITTELBADEN EG                                                                                                                 ;1;1;0;1;1
GENODE61IHR;VOLKSBANK BREISGAU-SUED EG                                                                                                                  ;1;1;0;1;1
GENODE61KA1;VOLKSBANK KARLSRUHE                                                                                                                         ;1;1;0;1;1
GENODE61KA3;SPAR- UND KREDITBANK EG                                                                                                                     ;1;1;0;1;1
GENODE61KBR;RAIFFEISENBANK KIESELBRONN EG                                                                                                               ;1;1;0;1;1
GENODE61KBS;VOLKSBANK STEIN EISINGEN EG                                                                                                                 ;1;1;0;1;1
GENODE61KGR;RAIFFEISENBANK KAPPEL-GRAFENHAUESEN EG                                                                                                      ;1;1;0;1;0
GENODE61KIR;RAIFFEISENBANK KRAICHGAU EG                                                                                                                 ;1;1;0;1;1
GENODE61KL1;VOLKSBANK KAISERSLAUTERN EG                                                                                                                 ;1;1;0;1;1
GENODE61KTH;VOLKSBANK KRAUTHEIM EG                                                                                                                      ;1;1;0;1;1
GENODE61KZT;VOLKSBANK KINZIGTAL EG                                                                                                                      ;1;1;0;1;1
GENODE61LAH;VOLKSBANK LAHR EG                                                                                                                           ;1;1;0;1;1
GENODE61LAN;VR-BANK WESTPFALZ LANDSTUHL                                                                                                                 ;1;1;0;1;1
GENODE61LBS;RV BANK RHEIN-HAARDT EG                                                                                                                     ;1;1;0;1;1
GENODE61LEK;VOLKSBANK LAUTERECKEN EG                                                                                                                    ;1;1;0;1;1
GENODE61LMB;VOLKSBANK LIMBACH EG                                                                                                                        ;1;1;0;1;1
GENODE61LRO;VOLKSBANK ROT EG                                                                                                                            ;1;1;0;1;1
GENODE61MA2;VR BANK RHEIN-NECKAR EG                                                                                                                     ;1;1;0;1;1
GENODE61MA3;VOLKSBANK SANDHOFEN EG                                                                                                                      ;1;1;0;1;1
GENODE61MES;VOLKSBANK MESSKIRCH EG                                                                                                                      ;1;1;0;1;1
GENODE61MGN;RB SUEDL SCHWARZWALD EG                                                                                                                     ;1;1;0;1;0
GENODE61MHL;VOLKSBANK MUELLHEIM EG                                                                                                                      ;1;1;0;1;1
GENODE61MHR;VOLKSBANK EG                                                                                                                                ;1;1;0;1;0
GENODE61MOS;VOLKSBANK EG MOSBACH                                                                                                                        ;1;1;0;1;1
GENODE61NBT;RAIFFEISENBANK BAUSCHLOTT EG                                                                                                                ;1;1;0;1;1
GENODE61NEU;RAIFFEISENBANK NEUDENAU-STEIN HERBOLZHEIM EG                                                                                                ;1;1;0;1;1
GENODE61NFO;VR BANK IM ENZKREIS EG                                                                                                                      ;1;1;0;1;1
GENODE61NGD;VOLKSBANK NECKARTAL EG                                                                                                                      ;1;1;0;1;1
GENODE61OB1;VR-BANK NORDWESTPFALZ EG                                                                                                                    ;1;1;0;1;1
GENODE61OG1;VOLKSBANK IN DER ORTENAU EG                                                                                                                 ;1;1;0;1;1
GENODE61ORH;VOLKSBANK BRUHRAIN-KRAICH-HARDT EG                                                                                                          ;1;1;0;1;1
GENODE61PFD;VOLKSBANK PFULLENDORF EG                                                                                                                    ;1;1;0;1;1
GENODE61PS1;VR-BANK PIRMASENS                                                                                                                           ;1;1;0;1;1
GENODE61RAD;VOLKSBANK KONSTANZ EG                                                                                                                       ;1;1;0;1;1
GENODE61RH2;SPAR- UND KREDITBANK RHEINSTETTEN EG                                                                                                        ;1;1;0;1;1
GENODE61RNG;VOLKSBANK KIRNAU EG                                                                                                                         ;1;1;0;1;1
GENODE61ROA;VR-BANK SUEDWESTPFALZ PIRMASENS-ZWEIBRUECKEN EG                                                                                             ;1;1;0;1;1
GENODE61ROC;RB ROCKENHAUSEN EG                                                                                                                          ;1;1;0;1;0
GENODE61SIN;VOLKSBANK HEGAU EG                                                                                                                          ;1;1;0;1;1
GENODE61SOB;RB SCHEFFLENZ-SECKACH EG                                                                                                                    ;1;1;0;1;1
GENODE61SPE;VOLKSBANK KUR-UND RHEINPFALZ EG                                                                                                             ;1;1;0;1;1
GENODE61SPF;VR-BANK                                                                                                                                     ;1;1;0;1;1
GENODE61SSH;VOLKSBANK KRAICHGAU EG                                                                                                                      ;1;1;0;1;1
GENODE61STF;VOLKSBANK STAUFEN EG                                                                                                                        ;1;1;0;1;1
GENODE61STN;VOLKSBANK STEISSLINGEN EG                                                                                                                   ;1;1;0;1;0
GENODE61SUW;VR BANK SUEDPFALZ EG                                                                                                                        ;1;1;0;1;1
GENODE61TBB;VOLKSBANK TAUBER EG                                                                                                                         ;1;1;0;1;1
GENODE61TRI;VOLKSBANK TRIBERG EG                                                                                                                        ;1;1;0;1;1
GENODE61UBE;VOLKSBANK EG                                                                                                                                ;1;1;0;1;1
GENODE61VOK;RAIFFEISENBANK KAISERSTUHL EG                                                                                                               ;1;1;0;1;1
GENODE61VS1;VOLKSBANK EG                                                                                                                                ;1;1;0;1;1
GENODE61WGA;VOLKSBANK STUTENSEE-WEINGARTEN EG                                                                                                           ;1;1;0;1;1
GENODE61WIB;RAIFFEISEN PRIVATBANK EG                                                                                                                    ;1;1;0;1;1
GENODE61WIE;VOLKSBANK KRAICHGAU WIESLOCH SINSHEIM EG                                                                                                    ;1;1;0;1;1
GENODE61WIR;VOLKSBANK WILFERDINGEN-KELTERN EG                                                                                                           ;1;1;0;1;1
GENODE61WNM;VOLKSBANK WEINHEIM EG                                                                                                                       ;1;1;0;1;1
GENODE61WO1;VOLKSBANK WORMS-WONNEGAU EG                                                                                                                 ;1;1;0;1;1
GENODE61WTH;VOLKSBANK MAIN-TAUBER EG                                                                                                                    ;1;1;0;1;1
GENODE61WT1;VOLKSBANK HOCHRHEIN EG                                                                                                                      ;1;1;0;1;1
GENODE61WUT;VOLKSBANK KLETTGAU-WUTOESCHINGEN EG                                                                                                         ;1;1;0;1;1
GENODE61WYH;RAIFFEISENBANK WYHL EG                                                                                                                      ;1;1;0;1;1
GENOGB2L   ;DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK                                                                                             ;1;1;0;0;0
GENOLULL   ;DZ PRIVATBANK S.A., LUXEMBOURG                                                                                                              ;1;1;0;1;0
GFCBEE22   ;GFC GOOD FINANCE COMPANY AS                                                                                                                 ;1;0;0;0;0
GGABDE31   ;GEFA GESELLSCHAFT FUR ABSATZFINANZIERUNG MBH                                                                                                ;1;1;0;1;1
GIBAATWG   ;ERSTE GROUP BANK AG                                                                                                                         ;1;1;0;1;0
GIBAATWW   ;ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG                                                                                              ;1;1;0;1;0
GIBAAT21   ;DIE ZWEITE WIENER VEREINS-SPARCASSE                                                                                                         ;1;1;0;0;0
GIBACZPX   ;CESKA SPORITELNA A.S.                                                                                                                       ;1;1;0;1;0
GIBAHUHB   ;ERSTE BANK HUNGARY ZRT                                                                                                                      ;1;0;0;0;0
GIBASKBX   ;SLOVENSKA SPORITELNA, A.S.                                                                                                                  ;1;1;0;1;0
GIBKGIGI   ;GIBRALTAR INTERNATIONAL BANK LIMITED                                                                                                        ;1;0;0;0;0
GILLNL2A   ;THEODOOR GILISSEN BANKIERS NV                                                                                                               ;1;0;0;0;0
GJASNO21   ;GJENSIDIGE BANK ASA                                                                                                                         ;1;0;0;0;0
GJSPNO21   ;GJERSTAD SPAREBANK                                                                                                                          ;1;0;0;0;0
GKCCBEBB   ;BELFIUS BANK SA/NV                                                                                                                          ;1;1;0;1;0
GLBNCHZZ   ;GLOBALANCE BANK AG                                                                                                                          ;1;0;0;0;0
GLITISRE   ;ISLANDSBANKI HF                                                                                                                             ;1;0;0;0;0
GLKBCH22   ;GLARNER KANTONALBANK                                                                                                                        ;1;0;0;0;0
GMGGDE51   ;OPEL BANK GMBH                                                                                                                              ;1;1;0;0;0
GNBAHUHB   ;GRANIT BANK ZRT.                                                                                                                            ;1;0;0;0;0
GOCIIE21   ;GOREY CREDIT UNION LIMITED                                                                                                                  ;1;1;0;0;0
GOCNIE21   ;GORESBRIDGE CREDIT UNION LIMITED                                                                                                            ;1;0;0;0;0
GOGODEH1   ;GOYER AND GOEPPEL KG                                                                                                                        ;1;1;0;1;1
GOPSDE6G   ;KREISSPARKASSE GOEPPINGEN                                                                                                                   ;1;1;0;1;1
GORESI2X   ;GORENJSKA BANKA D.D., KRANJ                                                                                                                 ;1;1;0;1;0
GORUIE21   ;GORT CREDIT UNION LIMITED                                                                                                                   ;1;1;0;0;0
GOSKPLPW   ;BANK GOSPODARSTWA KRAJOWEGO                                                                                                                 ;1;0;0;0;0
GPBAFRPP   ;GROUPAMA BANQUE                                                                                                                             ;1;1;0;1;0
GRCSFRP1   ;BANQUE DU GROUPE CASINO SOCIETE ANONYME                                                                                                     ;1;1;0;0;0
GREBDEH1   ;GRENKE BANK AG                                                                                                                              ;1;1;0;1;1
GRKBCH22   ;GRAUBUENDNER KANTONALBANK                                                                                                                   ;1;0;0;0;0
GRONNO21   ;GRONG SPAREBANK                                                                                                                             ;1;0;0;0;0
GROTFRP1   ;OPS                                                                                                                                         ;1;1;0;0;0
GRRUIE21   ;GRANARD CREDIT UNION LIMITED                                                                                                                ;1;0;0;0;0
GRUENO21   ;GRUE SPAREBANK                                                                                                                              ;1;0;0;0;0
GRVRLULL   ;BANCO POPOLARE LUXEMBOURG S.A.                                                                                                              ;1;0;0;0;0
GUCUIE21   ;GURRANABRAHER CREDIT UNION LIMITED                                                                                                          ;1;1;0;0;0
GUTBATWW   ;GUTMANN                                                                                                                                     ;1;1;0;0;0
GUTZCHBB   ;GUTZWILLER E. ET CIE BANQUIERS                                                                                                              ;1;0;0;0;0
HAABAT2K   ;AUSTRIAN ANADI BANK A.G.                                                                                                                    ;1;1;0;1;0
HAABAT22   ;HETA ASSET RESOLUTION                                                                                                                       ;1;1;0;1;0
HAABHR22   ;ADDIKO BANK D.D.                                                                                                                            ;1;0;0;0;0
HAABIT2U   ;HYPO ALPE-ADRIA BANK S.P.A.                                                                                                                 ;1;1;0;1;0
HAABSI22   ;ADDIKO BANK DD                                                                                                                              ;1;1;0;1;0
HAALNO21   ;SPAREBANK 1 HALLINGDAL                                                                                                                      ;1;0;0;0;0
HABAEE2X   ;SWEDBANK AS                                                                                                                                 ;1;0;0;0;0
HABALT22   ;SWEDBANK AB                                                                                                                                 ;1;0;0;0;0
HABALV22   ;SWEDBANK AS                                                                                                                                 ;1;0;0;0;0
HABBBEBB   ;HABIB BANK LTD.                                                                                                                             ;1;1;0;0;0
HALLDE2H   ;BANKHAUS HALLBAUM AG                                                                                                                        ;1;1;0;1;1
HALTNO21   ;HALTDALEN SPAREBANK                                                                                                                         ;1;0;0;0;0
HANDDEFF   ;SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT                                                                                    ;1;1;0;1;0
HANDDKKK   ;HANDELSBANKEN                                                                                                                               ;1;1;0;1;0
HANDEE22   ;SVENSKA HANDELSBANKEN AB ESTONIAN BRANCH                                                                                                    ;1;1;0;0;0
HANDFIHH   ;SVENSKA HANDELSBANKEN                                                                                                                       ;1;1;0;1;0
HANDFRPP   ;SVENSKA HANDELSBANKEN AB                                                                                                                    ;1;1;0;1;0
HANDGB22   ;SVENSKA HANDELSBANKEN LONDON BRANCH                                                                                                         ;1;1;0;0;0
HANDLT2X   ;SVENSKA HANDELSBANKEN AB                                                                                                                    ;1;1;0;0;0
HANDLULB   ;SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH                                                                                                     ;1;1;0;0;0
HANDLV22   ;SVENSKA HANDELSBANKEN AB LATVIAN BRANCH                                                                                                     ;1;1;0;0;0
HANDNL2A   ;SVENSKA HANDELSBANKEN (PUBL) AB                                                                                                             ;1;1;0;1;0
HANDNOKK   ;HANDELSBANKEN                                                                                                                               ;1;1;0;1;0
HANDPLPW   ;SVENSKA HANDELSBANKEN AB SPOLKA AKCYJNA ODDZIAL W POLSCE                                                                                    ;1;1;0;0;0
HANDSESS   ;SVENSKA HANDELSBANKEN                                                                                                                       ;1;1;0;1;0
HASBNO21   ;HARSTAD SPAREBANK                                                                                                                           ;1;0;0;0;0
HASPDEHH   ;HAMBURGER SPARKASSE AG                                                                                                                      ;1;1;0;1;1
HAUGNO21   ;HAUGESUND SPAREBANK                                                                                                                         ;1;0;0;0;0
HAUKDEFF   ;HAUCK UND AUFHAEUSER PRIVATBANKIERS KGAA                                                                                                    ;1;1;0;1;1
HAUKLULL   ;HAUCK UND AUFHAEUSER PRIVATBANKIERS KGAA                                                                                                    ;1;0;0;0;0
HAVLLULL   ;BANQUE HAVILLAND S.A.                                                                                                                       ;1;1;0;0;0
HAVLMCMX   ;BANQUE HAVILLAND (MONACO) S.A.M.                                                                                                            ;1;1;0;0;0
HBIDHUHB   ;HUNGARIAN DEVELOPMENT BANK PLC                                                                                                              ;1;0;0;0;0
HBKABE22   ;RECORD BANK NV                                                                                                                              ;1;1;0;1;0
HBWEHUHB   ;MAGNET BANK ZRT.                                                                                                                            ;1;0;0;0;0
HBZUCHZZ   ;HABIB BANK AG ZURICH                                                                                                                        ;1;0;0;0;0
HDELSI22   ;DELAVSKA HRANILNICA D.D. LJUBLJANA                                                                                                          ;1;1;0;0;0
HEBACY2N   ;HELLENIC BANK PUBLIC COMPANY LTD                                                                                                            ;1;1;0;0;0
HEISDE66   ;KREISSPARKASSE HEILBRONN                                                                                                                    ;1;1;0;1;1
HELADEFF   ;LANDESBANK HESSEN-THUERINGEN GIROZENTRALE                                                                                                   ;1;1;0;1;1
HELADEF1ALT;SPARKASSE ALTENBURGER LAND                                                                                                                  ;1;1;0;1;1
HELADEF1BAT;SPARKASSE BATTENBERG                                                                                                                        ;1;1;0;1;1
HELADEF1BEN;SPARKASSE BENSHEIM                                                                                                                          ;1;1;0;1;1
HELADEF1BOR;STADTSPARKASSE BORKEN                                                                                                                       ;1;1;0;1;1
HELADEF1DAS;STADT- UND KREISSPARKASSE DARMSTADT                                                                                                         ;1;1;0;1;1
HELADEF1DIE;SPARKASSE DIEBURG                                                                                                                           ;1;1;0;1;1
HELADEF1DIL;SPARKASSE DILLENBURG                                                                                                                        ;1;1;0;1;1
HELADEF1EIC;KREISSPARKASSE EICHSFELD                                                                                                                    ;1;1;0;1;1
HELADEF1ERB;SPARKASSE ODENWALDKREIS                                                                                                                     ;1;1;0;1;1
HELADEF1ESW;SPARKASSE WERRA-MEISSNER                                                                                                                    ;1;1;0;1;1
HELADEF1FDS;SPARKASSE FULDA                                                                                                                             ;1;1;0;1;1
HELADEF1FEL;STADTSPARKASSE FELSBERG                                                                                                                     ;1;1;0;1;1
HELADEF1FRI;SPARKASSE OBERHESSEN                                                                                                                        ;1;1;0;1;1
HELADEF1GEL;KREISSPARKASSE GELNHAUSEN                                                                                                                   ;1;1;0;1;1
HELADEF1GER;SPARKASSE GERA-GREIZ                                                                                                                        ;1;1;0;1;1
HELADEF1GRE;STADTSPARKASSE GREBENSTEIN                                                                                                                  ;1;1;0;1;1
HELADEF1GRG;KREISSPARKASSE GROSS-GERAU                                                                                                                  ;1;1;0;1;1
HELADEF1GRU;SPARKASSE GRUENBERG                                                                                                                         ;1;1;0;1;1
HELADEF1GTH;KREISSPARKASSE GOTHA                                                                                                                        ;1;1;0;1;1
